full_word,sentence_word_index,total_word_index
Julien,17,10624
Mme de Rênal,3,10637
Mme de Rênal,20,10710
Julien,29,10719
Julien,6,10845
Julien,0,11044
Julien,3,11183
Julien,5,11240
Julien,21,11327
Julien,3,11417
M. de Rênal,4,11435
M. de Rênal,8,11605
Mettez,0,11629
Durand,0,11652
M. de Rênal,6,11664
Julien,8,11695
M. de Rênal,32,11914
M. de Rênal,38,12006
Verrières,28,11996
Julien,10,12020
Julien,2,12071
Enfin Julien,0,12100
M. de Rênal,13,12138
M. de Rênal lui,13,12138
Christ,9,12205
Julien,18,12248
Adolphe,0,12230
--Ouvrez,11,12241
Adolphe,0,12282
Julien,10,12292
M. de Rênal,0,12308
Julien,9,12341
Julien,0,12455
M. de Rênal,0,12487
Julien,2,12528
Julien,8,12538
Xavier,2,12559
Stanislas,0,12557
Julien,19,12587
M. de Rênal,8,12601
Julien,13,12606
Valenod,0,12611
Charcot de Maugiron,0,12622
Julien,4,12636
M. de Rênal,6,12659
Julien,0,12667
M. de Rênal,16,12767
Julien,0,12751
Louis,6,12946
M. de Rênal,5,12956
Valenod,0,12951
Julien,9,12960
Julien,17,13219
Julien,7,13340
Élisa,3,13336
Julien,0,13377
Valenod,0,13404
Julien,9,13432
Mme de Rênal,0,13434
Mlle Élisa,12,13446
Julien,6,13548
Julien,19,13651
Mais,0,13811
Julien,3,14025
Dieu,28,14065
Mme Derville,14,14229
Julien,7,14338
Julien,6,14512
Julien,12,14787
Julien,7,14807
M. de Rênal,16,14990
M. de Rênal,37,15040
Mme de Rênal,0,15003
Mme de Rênal,7,15065
Julien,16,15110
Mme de Rênal,2,15096
M. de Rênal,3,15268
Besenval,2,15351
Elle,10,15464
Julien,3,15457
Julien,24,15590
Mme de Rênal,0,15566
Julien,8,15637
Julien,18,15685
M. de Rênal,15,15776
M. de Rênal,0,15863
Julien,1,16043
M. de Rênal,30,16241
Valenod,0,16369
Bonaparte,25,16482
Mme de Rênal,4,16518
Julien,0,16548
Mme de Rênal,6,16562
Mme de Rênal,10,16781
Julien,27,16943
Chélan,10,17052
Valenod,0,17067
Élisa,30,17235
Mme de Rênal,3,17208
Julien,18,17255
Chélan,11,17248
Allez,0,17503
Julien,0,17590
Julien,4,17740
Chélan,0,17945
Julien,8,17955
Julien,31,18107
Julien,0,18149
Élisa,2,18220
Mme de Rênal,7,18294
Julien,0,18310
Julien,0,18360
Julien,8,18407
Elle,0,18399
Julien,0,18447
Julien,3,18489
Julien,6,18565
Mme de Rênal,0,18623
Julien,17,18760
M. de Rênal,30,18797
Mme de Rênal,26,18832
M. de Rênal,18,18882
M. de Rênal,14,18914
M. de Rênal,7,18994
Vergy M. de Rênal,6,19060
Mme de Rênal,23,19077
Julien,9,19156
de Rênal,1,19148
Elle,0,19238
Julien,5,19284
Godart,0,19303
Julien,3,19306
Julien,17,19333
Mme de Rênal,14,19557
Elle,0,19627
Mme Derville,11,19649
Derville,1,19665
Mme Derville,0,19664
Mme de Rênal,10,19700
Mme Derville,31,19721
Mme Derville,6,19775
Mme Derville,5,20026
Mozart,3,20024
Julien,20,20049
Julien,8,20314
Julien,7,20464
Mme Derville,3,20460
Julien,15,20567
Julien,11,20635
Julien,7,20683
Julien,18,20812
Mme de Rênal,10,20804
Julien,14,20921
Julien,0,20989
Julien,0,21119
Julien,13,21177
Mme Derville,3,21167
Mme Derville,4,21287
de Rênal,12,21321
Mme Derville,17,21395
Julien,9,21421
Charles le Téméraire,16,21450
Julien,6,21621
Julien,41,21815
M. de Rênal,20,21794
Julien,25,21943
M. de Rênal,9,22030
Julien,29,22050
Julien,12,22076
Mme Derville,17,22186
Heureusement M. de Rênal,0,22169
M. de Rênal,3,22198
Julien,0,22249
Mme Derville,3,22267
Julien,5,22398
Heureusement M. de Rênal,0,22405
Julien,0,22432
M. de Rênal,2,22457
Mme de Rênal,15,22753
Mais,0,22923
Julien,5,23008
Julien,14,23098
Julien,11,23489
Julien,3,23500
Mme de Rênal,4,23516
Julien,10,23620
Don Juan,36,23690
M. de Rênal,0,23701
Julien,7,23732
M. de Rênal,0,23755
M. de Rênal,12,23799
Julien,7,23794
M. de Rênal,0,23819
M. de Rênal,35,23891
La colère de Julien,0,23856
M. de Rênal,44,23944
Julien,6,23954
Julien,3,23967
Julien,0,24058
Julien,0,24118
M. de Rênal,8,24141
Julien,0,24133
M. de Rênal,12,24200
Julien,4,24192
M. de Rênal,21,24233
M. de Rênal,5,24276
Valenod,13,24284
Julien,0,24304
Chélan,0,24331
M. de Rênal,12,24423
Julien,30,24466
Julien,0,24540
M. de Rênal,5,24684
Julien,0,24772
Napoléon,4,24881
Julia,6,24897
Julien,10,24979
Mme Derville,5,25071
Tel,0,25094
Julien,9,25142
M. de Rênal,19,25236
Julien,0,25217
Julien,0,25242
M. de Rênal,0,25356
Derville,1,25386
Julien,0,25389
Julien,10,25664
M. de Rênal,0,25654
Lui,0,25671
Julien,9,25688
Julien,7,25736
Julien,19,25803
Julien,0,25919
Julien,7,26122
Élisa,17,26238
Mme de Rênal,0,26282
Julien,5,26396
Julien,17,26448
Mme de Rênal,11,26442
Julien,4,26464
Julien,0,26595
Julien,24,26667
Julien,12,26690
Mme de Rênal,20,27039
Julien,0,27112
Mme de Rênal,4,27123
M. de Rênal,5,27208
Derville,10,27213
Valenod,0,27264
Mme Derville,22,27403
de Rênal,0,27430
Julien,0,27652
Mais,0,28082
Julien,7,28115
M. de Rênal,39,28193
M. de Rênal,29,28233
Fouqué,22,28226
Chélan,10,28248
Valenod,0,28238
Maugiron,6,28244
Julien,6,28424
Julien,12,28483
Fouqué,0,28471
Solitaire,0,28554
Mais Fouqué,0,28580
Fouqué,1,28581
Julien,7,28637
Julien,5,28682
Julien,7,28949
Rien,0,28942
Fouqué,9,28951
Julien,8,28968
Fouqué,8,29374
Julien,5,29388
Julien,15,29569
Mme Derville,7,29592
Julien,5,29610
Julien,0,29656
Julien,15,29828
Julien,0,29975
Julien,17,30052
Mme de Rênal,0,30035
Elle,0,30072
Mme de Rênal,18,30155
Julien,18,30312
Julien,4,30350
Julien,17,30381
Mme Derville,25,30529
Julien,8,30711
Mme Derville,19,30722
Mme de Rênal,28,30731
Julien,20,30758
Julien,0,30925
Mme de Rênal,9,30955
de Rênal,1,31037
M. de Rênal,11,31145
Julien,5,31174
Fouqué,6,31228
Fouqué,4,31354
Julien,23,31416
Mme de Rênal,6,31399
Julien,11,31456
Julien,0,31554
Julien,5,31704
Charcot de Maugiron,0,31835
Elle,0,31846
Derville,1,31858
Julien,21,31985
Derville,11,32036
Julien,9,32078
de Rênal,1,32070
Julien,0,32087
Elle,7,32126
Mme Derville,11,32189
M. de Rênal,3,32282
A Verrières,0,32305
Julien,3,32308
Maslon,13,32324
Chélan,0,32311
Si Julien,3,32470
Julien,4,32471
Mme de Rênal,24,32531
Julien,17,32694
Julien,10,32738
Mme Derville,26,32754
Julien,6,32781
Mme de Rênal,27,32898
Mme Derville,16,32887
Julien,8,32910
Mme de Rênal,25,32940
Pierre,11,33004
Mme Derville,9,33075
Julien,0,33092
M. de Rênal,7,33150
Mme de Rênal,25,33241
Julien,0,33314
Julien,5,33379
Mais,0,33442
Julien,8,33542
Julien,5,33597
Julien,6,33617
Julien,12,33634
Julien,19,33679
Julien,3,33719
Mon Dieu,0,33741
Julien,6,33762
Julien,9,33821
Don Juan,28,33902
Julien,0,34026
Mme de Rênal,26,34067
Julien,0,34121
Julien,15,34201
Mme de Rênal,3,34252
Mme Derville,18,34298
Mme de Rênal,23,34303
Julien,9,34354
Derville,7,34396
Julien,23,34412
Mme de Rênal,19,34408
Julien,4,34465
Mais,0,34504
Mais Julien,0,34582
Julien,0,34720
Julien,6,34770
Elle,0,34847
Julien,5,34910
Julien,29,35013
Mme de Rênal,11,34995
Julien,10,35068
Julien,24,35082
Julien,6,35201
Mme Derville,2,35506
de Rênal,0,35683
Julien,0,36016
Julien,22,36157
M. de Rênal,34,36248
Moi,18,36232
Valenod,0,36258
Julien,0,36432
Julien,0,36492
Julien,0,36625
M. de Moirod,5,36747
Verrières,29,36771
M. de Rênal,19,36811
Julien,0,36792
M. de Moirod,9,36963
Julien,7,37046
Valenod,0,37221
Jean,20,37241
M. de Maugiron,15,37266
Julien,8,37301
Julien,28,37374
M. de Rênal,0,37693
Chacun,0,37708
M. de Moirod,20,37751
M. de Rênal,0,37731
M. de Moirod,10,37779
M. de Moirod,10,37938
Julien,10,38001
Julien,0,38070
Julien,12,38174
Julien,28,38348
Valenod,0,38320
Julien,16,38449
Maslon,0,38538
Chélan,0,38553
M. de Rênal,2,38557
Chélan,6,38605
Maslon,13,38664
M. de Rênal,17,38689
M. de La Mole,32,38704
Julien,8,38844
Chélan,0,38836
M. de Moirod,7,38998
Valenod,0,39084
Sorel,4,39088
Julien,9,39238
M. de Moirod,26,39537
Clément,18,39616
M. de Rênal,17,39635
Julien,11,39629
Julien,0,39744
M. de La Mole,4,39781
Chélan,0,39903
Julien,10,39913
Julien,0,39923
Julien,3,40046
Julien,19,40257
Julien,0,40555
Julien,9,40568
Julien,4,40585
Julien,18,40643
Chélan,0,40625
Julien,1,40760
Julien,10,40794
Julien,10,40843
Julien,0,40902
Julien,14,40923
Julien,0,40967
Julien,4,41111
Allez,0,41135
Chélan,0,41150
Julien,20,41170
Chélan,14,41276
Julien,0,41262
Julien,0,41311
M. de Rênal,9,41353
Julien,13,41376
On,0,41386
Julien,9,41469
Napoléon,16,41476
Julien,12,41541
Chélan,0,41529
Julien,0,41590
Charles le Téméraire,13,41665
Julien,0,41652
Julien,8,41677
M. de La Mole,0,41689
Julien,8,41791
Chélan,0,41798
Sixtine,16,41814
Julien,0,41861
Julien,25,41939
M. de La Mole,8,41956
Clément,3,42017
Julien,9,42053
Julien,17,42103
Chélan,15,42101
Mais,0,42086
Julien,0,42311
Julien,22,42361
M. de La Mole,8,42371
Clément,30,42443
Julien,5,42418
Julien,24,42530
Julien,9,42515
Clément,20,42646
M. de Moirod,10,42885
M. de La Mole,12,42924
Julien,17,42929
De Moirod,5,43179
Julien,17,43226
Julien Sorel,35,43320
Sorel,14,43384
Mme de Rênal,24,43414
Vergy,5,43395
Dieu,11,43489
Julien,0,43522
Julien,3,43546
Stanislas,11,43554
Julien,2,43623
Julien,0,43792
M. de Rênal,7,43892
Julien,14,43930
M. de Rênal,7,43949
M. de Rênal,1,44047
Si M. de Rênal,0,44046
Julien,6,44085
Julien,0,44126
M. de Rênal,4,44178
Dieu,7,44768
Stanislas,3,45207
Julien,7,45408
Julien,0,45658
Julien,38,45755
Julien,0,45830
Julien,0,45952
Julien,0,46008
Élisa,1,46015
Julien,4,46033
Valenod,0,46029
Valenod,0,46100
Mme de Rênal,15,46194
Julien,2,46478
Julien,0,46521
Valenod,0,47326
Julien,17,47953
Oui,0,48001
Julien,13,48129
Julien,0,48312
M. de Rênal,11,48338
Falcoz,2,48848
Falcoz,3,48901
M. de Rênal,9,48962
M. de Rênal,15,49032
Charmier de Bernard,9,49301
Ah,0,49292
Charmier,2,49294
Rênal,21,49580
Julien,7,49659
M. de Rênal,3,49954
Julien,8,50296
Elle,0,50288
Lui,0,50381
Julien,0,50554
Julien,13,50613
Julien,6,50701
M. de Rênal,10,50725
M. de Rênal,12,50765
M. de Rênal,19,50945
Julien,28,51091
Julien,24,51135
Élisa,15,51388
M. de Rênal,22,51494
M. de Rênal,44,51685
Julien,16,51961
M. de Rênal,4,52190
M. de Rênal,5,52294
M. de Rênal,13,52384
Parler,0,52562
Valenod,0,52630
Mme de Rênal,0,52728
M. de Rênal,14,52822
Julien,2,52899
Élisa,5,52902
Valenod,0,52897
Mme de Rênal,8,53148
M. de Rênal,32,53302
M. de Rênal,27,53347
Mme de Rênal,0,53403
Julien,5,53437
M. de Rênal,5,53545
Julien,7,53688
Mme de Rênal,13,53694
Chélan,0,53778
M. de Rênal,0,53918
Julien,6,53924
Julien,7,53945
Maugiron,25,53963
Julien,0,54014
M. de Rênal,18,54099
M. de Maugiron,1,54082
Julien,0,54147
M. de Maugiron,23,54172
dit M. de Maugiron,22,54171
Julien,4,54188
M. de Rênal,10,54238
Julien,0,54279
M. de Maugiron,2,54327
Julien,7,54332
M. de Rênal,15,54356
Valenod,0,54399
Julien,4,54417
Chélan,0,54452
Julien,0,54652
Valenod,0,54695
Julien,16,54863
Valenod,7,54885
Valenod,5,54918
Julien,0,54966
Mais Julien,0,55039
Valenod,0,55233
Julien,0,55293
Julien,6,55338
Julien,0,55628
Julien,4,55738
Julien,0,55775
M. de Rênal,8,55904
Julien,6,55920
Mais Julien,0,55983
Chélan,0,56017
Julien,0,56057
Julien,0,56190
Julien,12,56256
M. de Rênal,39,56334
Julien,5,56498
M. de Rênal,24,56609
Maslon,0,56624
Gros,22,56751
Julien,8,56737
Mme de Rênal,9,56906
Julien,0,56926
Julien,11,57159
Julien,0,57236
Julien,0,57251
Julien,26,57390
M. de Rênal,8,57400
Stanislas,24,57460
Julien,0,57436
M. de Rênal,1,57475
D'abord M. de Rênal,0,57474
Julien,10,57661
M. de Rênal,0,57721
Julien,20,57763
Julien,14,57798
M. de Rênal,5,57826
M. de Rênal,8,58049
Maslon,17,58070
Mais,0,58078
Valenod,0,58087
Frilair,16,58220
Julien,10,58256
M. de Rênal,9,58280
Valenod,0,58271
Julien,18,58350
Valenod,0,58332
Valenod,0,58445
Julien,17,58591
M. de Rênal,32,58742
M. de Rênal,32,58929
Julien,16,59034
Mme de Rênal,15,59058
Elle,0,59068
Julien,18,59245
François Ier,11,59258
Mme de Rênal,27,59274
M. de Rênal,0,59314
Julien,4,59367
Maslon,0,59573
Julien,2,59606
Julien,10,59659
Et Julien,0,59705
Julien,1,59706
Maslon,0,59741
Julien,16,59793
M. de Rênal,4,60154
M. de Rênal,0,60172
Julien,5,60177
_ Geronimo,29,60358
_ Geronimo,35,60396
_ de Beauvaisis,3,60412
_ Geronimo,3,60495
Signorino,31,60573
M. de Rênal,4,60627
_ Zingarelli,3,60639
_ Zingarelli,27,60663
Zingarelli,28,60664
Zingarelli,12,60916
Geronimo,31,61159
_ Giovannone,7,61135
Giovannone,8,61136
Julien,8,61421
Geronimo,5,61428
Geronimo,7,61474
M. de Rênal,16,61523
Julien,3,61510
Élisa,17,61635
Julien,8,61701
Julien,31,61809
Elle,0,61851
Julien,5,61879
Mme de Rênal,7,61970
M. de Rênal,18,62055
Fouqué,13,62262
Julien,0,62294
Chélan,0,62311
Chélan,0,62345
Julien,10,62372
Julien,8,62470
de Rênal,1,62463
Elle,0,62506
Julien,0,62659
Donne,0,62785
Julien,0,62820
M. de Rênal,0,62964
Élisa,5,63132
Valenod,0,63127
Julien,5,63162
Julien,26,63204
M. de Rênal,0,63178
Julien,3,63229
M. de Rênal,8,63249
Julien,13,63254
M. de Rênal,0,63282
M. de Rênal,28,63376
Louis XIV mourant,4,63352
Louis XIV,4,63352
Bientôt,0,63430
Valenod,0,63567
M. de Rênal,0,63587
Julien,4,63711
Julien,14,63762
de Rênal,1,63800
Julien,22,63839
--Voulez,16,63833
Elle,0,63817
Julien,1,63850
M. de Rênal,0,63854
Julien,22,63876
M. de Rênal,0,63882
Julien,20,64014
Elle,0,64016
Julien,6,64050
Julien,2,64127
Derville,8,64193
Mme Derville,7,64192
Mme de Rênal,0,64200
Julien,2,64285
Julien,1,64503
Fouqué,4,64521
Julien,30,64791
Julien,0,64813
Julien,0,65225
Julien,26,65278
Elle,0,65252
Julien,0,65282
Julien,6,65518
Julien,7,65531
Amanda,0,65524
Julien,19,65565
Amanda,6,65604
Julien,0,65761
Julien,14,65853
Julien,26,65923
Amanda,0,66089
Lui,0,66219
Julien,0,66336
Amanda,5,66358
Amanda,0,66368
Julien,4,66389
Julien,0,66452
Julien,6,66510
Julien,24,66554
Julien,6,66682
Julien,3,66890
Julien,17,66950
Enfin Julien,0,67053
Julien,0,67203
Julien,0,67324
Pirard,0,67349
Julien,2,67459
Julien,9,67568
Julien,8,67670
Julien,5,67717
Julien,0,67937
Julien,0,68007
Julien,1,68067
Julien,25,68152
Julien,7,68134
Chélan,0,68220
Julien,8,68255
Julien Sorel,8,68357
Julien,0,68385
Julien Sorel,1,68478
Julien,0,68749
Pirard,0,68854
Julien,7,68874
Maslon,0,68911
Julien,3,68914
Julien,3,68929
Pirard,5,69001
Pirard,2,69070
M. de Maistre,36,69143
Chélan,4,69151
M. de Maistre,18,69191
Julien,4,69208
Pirard,0,69236
Julien,3,69353
Mais l'abbé Chélan,0,69510
Julien,8,69544
Julien,30,69566
Julien,6,69680
Julien Sorel,15,69729
Julien,8,69722
Julien,5,69850
Julien,6,70134
Julien,4,70192
François,19,70462
Vernia,29,70472
Thérèse,16,70459
Chazel,16,70542
Julien,11,70627
Napoléon,1,70661
Julien,15,70786
Pirard,0,71061
Pirard,5,71106
Julien,2,71241
Maslon,7,71519
Chélan,0,71529
Julien,6,71604
Julien,9,71709
Castanède,10,71865
Julien,3,71870
Julien,3,72011
Chazel,0,72294
Louis XVI,38,72513
Julien,9,72703
Julien,4,72745
Julien,0,73013
Julien,0,73091
Julien,0,73192
Julien,15,73348
Pirard,11,73566
Julien,14,73569
Amanda Binet,4,73645
Julien,0,73641
Chélan,0,73720
Julien,8,73800
Verrières,4,73796
Pirard,0,73822
Julien,8,73837
Julien,2,74001
Julien,5,74056
Castanède,0,74078
Amanda,15,74105
Julien,24,74245
Julien,0,74314
Voltaire,5,74713
Julien,29,74744
Julien,0,75047
Julien,5,75225
Julien,0,75271
M. de Maistre,20,75384
Julien,6,75370
Julien,5,75423
Chélan,0,75418
Julien,4,75480
Julien,16,75550
Julien,2,75711
Julien,14,75827
Julien,15,76110
Bernard,4,76209
Julien,8,76280
Amanda Binet,9,76346
Vergy,4,76341
Bernard,7,76368
Julien,28,76417
Julien,0,76678
Julien,0,76831
Bernard,9,76871
Napoléon,6,76998
Julien,9,77061
Julien,13,77101
Julien,14,77339
Jean,21,77370
Julien,9,77539
Si Julien,0,77612
Julien,18,77733
Julien,21,77961
Julien,4,78013
Derville,21,78080
Julien,22,78104
Julien,0,78082
Mme de Rênal,11,78093
Mme Derville,2,78132
Mme Derville,0,78151
Julien,9,78227
Mme Derville,12,78250
Bernard,3,78276
Julien,26,78299
Julien,7,78280
Bernard,35,78578
Julien,3,78546
Dieu,17,78753
Julien,0,78736
Julien,6,79000
Pirard,1,79020
Julien,0,79036
Julien,2,79142
Julien,5,79183
Martin Luther,16,79287
Julien,5,79355
Julien,17,79468
Fouqué,0,79451
Julien,7,79542
Julien,7,79622
Chazel,9,79861
Julien,0,79852
Pirard,1,79920
Julien,16,79938
Cicéron,32,79986
Julien,6,80007
Julien,23,80197
Pirard,12,80211
Julien,16,80245
Julien,11,80407
Julien,4,80438
Paul Sorel,4,80473
Julien,4,80497
Julien,9,80526
Derville,16,80558
Mme de Rênal,7,80549
Mme Derville,15,80557
M. de Frilair,26,80621
Julien,43,80638
M. de La Mole,22,80706
Il,0,80803
M. de La Mole,0,80882
Pirard,0,80917
Pirard,1,80932
Pirard,6,81132
Pirard,1,81176
Julien,15,81206
Pirard,11,81238
M. de La Mole,0,81264
M. de La Mole,5,81319
La Mole,28,81509
M. de La Mole,3,81545
M. de La Mole,5,81600
Pirard,1,81694
Julien,0,81845
Pirard,7,81852
Julien,11,82023
M. de Frilair,4,82016
Julien,0,82035
Julien,4,82073
Pirard,0,82173
Julien,11,82184
Julien,0,82195
Frilair,14,82209
Julien,0,82261
Julien,7,82335
Julien,0,82571
Valenod,0,82616
Julien,4,82636
Pirard,0,82632
Julien,6,82674
Horace,29,82755
Julien,16,82988
M. l'abbé Chas,17,83021
Julien,3,83180
Constantin,16,83201
Julien,3,83234
Tacite,9,83240
Julien,0,83242
Julien Sorel,26,83364
Pirard,10,83463
Julien,0,83465
Julien,1,83728
Pirard,0,83764
Julien,14,83872
Pirard,12,84204
Pirard,4,84317
M. de La Mole,4,84324
Pirard,10,85702
Julien,5,85709
Horace,3,85728
Julien,0,85757
Pirard,19,86030
Mme de Rênal,18,86050
Chélan,11,86065
Chélan,0,86083
Julien,6,86285
Julien,0,86331
Julien,14,86445
Mme de Rênal,17,86484
Julien,15,86682
Mme de Rênal,19,87030
Chélan,0,87254
Julien,5,87481
Julien,13,87776
Julien,12,87843
Chélan,0,87880
Enfin,0,88007
Chélan,0,88010
Julien,0,88126
M. de Rênal,6,88165
Chélan,0,88159
Julien,0,88240
Julien,0,88276
Julien,0,88486
Elle,0,88505
Julien,6,88511
Julien,23,88683
Julien,0,88788
Julien,0,88852
Julien,8,89103
Mme de Rênal,17,89233
Julien,17,89464
Julien,28,89625
Élisa,18,89708
Julien,0,89712
Si Julien,0,89884
Julien,1,89885
Julien,9,90168
Mme de Rênal,13,90242
Mme de Rênal,5,90313
Derville,18,90370
de Rênal,1,90393
Julien,6,90398
Julien,1,90548
Julien,11,90625
M. de Rênal,0,90645
Julien,0,90703
Mme de Rênal,0,90709
Julien,9,90754
Élisa,1,90746
Mme de Rênal,29,90774
Julien,0,90831
M. de Rênal,1,90951
M. de Rênal,0,91158
Julien,12,91335
Stanislas,20,91343
Elle,0,91461
Julien,3,91490
M. de Rênal,3,91534
Julien,0,91579
Julien,13,91761
Julien,35,91808
Julien,3,92918
Bonaparte,11,93266
M. de Rênal,19,93344
Julien,14,93339
Giraud,3,93328
Falcoz,33,93358
M. de Rênal,3,93398
Valenod,18,93413
Verrières,3,93436
Julien,0,93690
Julien,8,93792
Julien,3,93847
Pirard,21,93928
M. de La Mole,16,94407
Norbert,15,94477
Julien,0,94844
Pirard,0,94857
Henri VIII,13,95089
Philippe II,10,95086
Dubois,20,95389
Julien,18,95730
Julien,4,95934
Pirard,6,95989
Julien,17,96018
Voltaire,24,96076
Julien,4,96386
Julien,4,96450
Julien,0,96459
Julien,3,96497
Henri III,5,96525
Julien,6,96582
Julien,15,96650
Julien,0,96658
Julien,0,96709
L'abbé Pirard,0,96723
Mme de la Mole,30,96764
Julien de Sorel,0,97029
Julien,22,97095
Mais,0,97073
Julien,2,97196
Julien,11,97244
Julien,5,97334
Julien,5,97384
M. de Rênal,0,97447
Julien,11,97558
Julien,16,97576
M. de Rênal,19,97660
Julien,11,97811
M. de La Mole,5,97805
M. de Rênal,5,97824
Julien,9,97854
Charles,31,97940
M. de La Mole,15,97957
Julien,9,97951
Julien,17,98024
Julien,8,98044
Julien,0,98115
Norbert,5,98167
Julien,7,98169
Julien,0,98196
Julien,4,98277
Mme de Rênal,0,98296
Julien,0,98329
Norbert,5,98452
Julien,0,98460
Julien,0,98488
Julien,4,98572
Norbert,17,98585
Mlle de La Mole,12,98670
Julien,8,98814
Julien,6,98941
Byron,24,99053
Southey,19,99048
Byron,13,99146
George,15,99148
Southey,10,99143
Julien,0,99133
Julien,0,99204
Julien,7,99293
Julien,21,99320
M. de La Mole,2,99334
Julien,2,99430
Julien,0,99447
Norbert,22,99698
Julien,3,99703
Mathilde,1,99864
Julien,3,100032
Ceci,0,100125
Julien,15,100188
Tanbeau,0,100173
Norbert,15,100222
Julien,4,100211
Sorel,30,100341
Julien,0,100422
Julien,5,100600
Si Julien,0,100643
Julien,12,100835
Mais,0,100996
Julien,8,101136
M. de La Mole,16,101413
Julien,0,101397
Julien,0,101470
Julien,7,101538
Mon M. de Maistre,0,101587
Julien,0,101616
Julien,0,101805
Julien,7,101885
Pirard,13,101891
Tanbeau,0,101983
Mlle de La Mole,5,102011
Julien,9,102078
Julien,0,102088
Julien,16,102116
Julien,3,102146
Mlle de La Mole,7,102150
Julien,0,102201
Le Bourguignon,0,102217
Mathilde Julien,11,102338
Jamais Julien,0,102417
Mathilde,3,102479
Julien,4,102517
Descoulis,12,102858
Caylus,11,102900
Mlle de La Mole,16,102980
M. de Luz,17,103066
Dieu le Père,3,103104
M. le baron Bâton,15,103116
Mlle de La Mole,21,103122
Julien,0,103202
Norbert,2,103276
Sainclair,0,103315
Julien,9,103326
Bâton,22,103339
Julien,10,103354
Julien,3,103375
Chalvet,13,103436
Julien,0,103446
Chalvet,2,103472
Balland,0,103619
Balland,17,103641
Balland,0,103672
Chalvet,2,103722
M. de La Mole,5,103764
Julien,18,103777
Pirard,5,103784
Balland,0,103792
Napier,24,103816
Julien,10,103828
Balland,0,103842
Basile,28,103872
Julien,35,104016
Julien,0,104022
Pirard,0,104034
Julien,0,104139
Julien,0,104187
Mais,0,104218
Tolly,16,104261
M. de La Mole,0,104284
Chalvet,5,104313
Julien,15,104506
Julien,17,104555
Julien,0,104538
M. de Nerval,0,104642
M. de La Mole,9,104670
Julien,7,104668
Julien,8,104827
Julien,7,105001
Julien,0,105104
Thaler,13,105145
Norbert,5,105299
M. de Croisenois,6,105439
M. de Thaler,19,105510
Norbert,7,105498
Julien,18,105722
M. de La Mole,0,105739
Julien,0,105757
Frilair,15,105779
Pirard,0,105782
Julien,20,105806
Julien,17,105863
Julien,9,105931
Pirard,1,105946
Julien,0,105954
Altamira,7,106018
Julien,0,106054
Norbert,0,106063
Mathilde,21,106101
Julien,16,106367
Julien,15,106626
Julien,0,106667
La Joumate,11,106692
Julien,18,106842
Julien,0,106902
Julien,6,106958
Julien,15,107050
Julien,0,107105
Liévin,14,107225
C. de Beauvoisis,0,107292
Julien,0,107364
Julien,9,107743
Charles de Beauvoisis,0,107769
Julien,12,107885
Julien,0,107920
Julien,23,107957
Beauvoisis,7,107941
Sorel,0,108064
Julien,0,108089
Julien,18,108114
Julien,17,108365
M. de Beauvoisis,6,108377
Julien,9,108478
Julien,0,108491
La Mole,5,108587
Julien,1,108663
Julien,3,108687
Julien,13,108723
Julien,0,108759
Julien,0,108852
