full_word,sentence_word_index,total_word_index,score
hobbes,0,27,0.9259024858474731
hobbes,0,27,0.7903268933296204
rênal,10,676,0.8285751938819885
rênal,11,808,0.9942811727523804
louis,28,875,0.8109949827194214
rênal,38,934,0.9324513077735901
rênal,6,1014,0.970867395401001
sorel,33,1078,0.9907978773117065
rênal,13,1183,0.9992263317108154
sorel,19,1256,0.9852780699729919
rênal,22,1341,0.9961223006248474
gagner,46,1451,0.3748778998851776
barnave,0,1609,0.6012958288192749
rênal,9,1618,0.9760113954544067
rênal,10,1698,0.9991714954376221
rênal,11,1737,0.9978310465812683
pierre,22,1811,0.9351381063461304
taille,24,1813,0.8786281943321228
taille,24,1813,0.6191967129707336
valenod,0,2017,0.9800084829330444
valenod,0,2017,0.7507542371749878
valenod,0,2017,0.5096514821052551
maire,31,2294,0.9376721382141113
maire,31,2294,0.9062269926071167
jacobin,33,2296,0.9871250987052917
jacobin,33,2296,0.9904490113258362
bonapartiste,35,2298,0.9557650089263916
bonapartiste,35,2298,0.8932861089706421
rênal,67,2330,0.996119499206543
rênal,14,2569,0.9970130920410156
rênal,19,2605,0.9618670344352722
adolphe,9,2650,0.991165816783905
adolphe,9,2650,0.8522447347640991
rênal,2,2664,0.9957537651062012
rênal,35,2697,0.9941188097000122
rênal,58,2847,0.9933156371116638
fleury,0,2972,0.9852102398872375
fleury,0,2972,0.43812036514282227
fleury,0,2972,0.4917030930519104
mole,13,3082,0.7032498717308044
noiroud,0,3452,0.951783299446106
noiroud,0,3452,0.8655978441238403
curé,5,3546,0.9996523857116699
curé,47,3588,0.9798306822776794
curé,74,3615,0.9995372295379639
rênal,16,3681,0.9964498281478882
rênal,6,3907,0.9954328536987305
valenod,0,3915,0.956939697265625
valenod,0,3915,0.6693623065948486
rênal,3,4041,0.9971690773963928
rênal,15,4151,0.8670980334281921
rênal,30,4223,0.9994986057281494
benjamin,13,4296,0.7104206085205078
rênal,14,4517,0.9989749193191528
rênal,35,4584,0.9797495603561401
rênal,41,4707,0.9584253430366516
père,3,4725,0.6268567442893982
rênal,6,4775,0.5780872702598572
rênal,11,4863,0.9830870628356934
valenod,0,4889,0.9153560996055603
valenod,0,4889,0.5909989476203918
valenod,0,4923,0.5287800431251526
rênal,2,4965,0.9698210954666138
rênal,6,5184,0.9992939233779907
rênal,7,5228,0.9994590878486633
montesson,6,5323,0.9778908491134644
montesson,6,5323,0.9172562956809998
ducrest,0,5333,0.9975736737251282
ducrest,0,5333,0.9974599480628967
rênal,14,5357,0.9961405396461487
machiavelli,0,5450,0.9988353848457336
machiavelli,0,5450,0.8300172686576843
machiavelli,0,5450,0.9985588192939758
machiavelli,0,5450,0.739614725112915
sorel,32,5482,0.9998273849487305
sorel,32,5482,0.812951922416687
sorel,31,5515,0.971634030342102
rênal,3,5587,0.9954460859298706
maire,17,5655,0.9630100131034851
maire,17,5655,0.8519819378852844
père,1,5674,0.5727358460426331
sorel,2,5675,0.9936518669128418
rênal,25,5698,0.9967285394668579
julien,31,5704,0.9917153716087341
julien,5,5848,0.9359453916549683
rênal,16,5859,0.9897456169128418
rênal,27,5908,0.9927351474761963
rênal,8,5983,0.9338833093643188
sorel,8,6167,0.9424469470977783
julien,13,6319,0.9996469020843506
lisait,14,6320,0.9999105930328369
lisait,14,6320,0.8289672136306763
julien,0,6584,0.9826803803443909
donner,15,7018,0.7115319967269897
julien,11,7038,0.7830126285552979
julien,9,7236,0.8319717645645142
rênal,27,7301,0.7394325733184814
julien,45,7319,0.9183327555656433
gagné,2,7445,0.6311096549034119
rênal,13,7475,0.9979294538497925
julien,0,7604,0.9107204675674438
